Segment Variable,Segment Level,Treatment,Control,Outcome,Treatment N,Control N,Treatment Metric,Control Metric,Absolute Effect,Relative Lift,CI Lower,CI Upper,Sparse Event Flag,Small Arm Flag,Inference Method
channel,Web,Mens E-Mail,No E-Mail,Conversion,9490,9373,0.012961011591148578,0.005761229062199936,0.007199782528948642,1.249695585996956,0.004456411129284018,0.009943153928613266,False,False,Wald CI for proportion difference
channel,Web,Mens E-Mail,No E-Mail,Visit,9490,9373,0.19441517386722867,0.11885202176464313,0.07556315210258555,0.6357750670175353,0.06525205585966666,0.08587424834550443,False,False,Wald CI for proportion difference
channel,Web,Womens E-Mail,No E-Mail,Spend,9354,9373,1.087702587128501,0.6713858956577403,0.4163166914707608,0.620085548658876,-0.009990053075765835,0.789525934330319,Not applicable,False,"1,000-resample percentile bootstrap CI"
channel,Web,Womens E-Mail,No E-Mail,Conversion,9354,9373,0.009193927731451786,0.005761229062199936,0.0034326986692518498,0.595827493090696,0.0009651890791807795,0.00590020825932292,False,False,Wald CI for proportion difference
channel,Web,Womens E-Mail,No E-Mail,Visit,9354,9373,0.16452854393842206,0.11885202176464313,0.04567652217377893,0.3843142211264182,0.0357079556703266,0.055645088677231266,False,False,Wald CI for proportion difference
zip_code,Rural,Mens E-Mail,No E-Mail,Spend,3243,3139,1.5226364477335799,0.7671360305829882,0.7555004171505917,0.9848323987291355,0.11674834308747616,1.4336772514270202,Not applicable,False,"1,000-resample percentile bootstrap CI"
zip_code,Rural,Mens E-Mail,No E-Mail,Conversion,3243,3139,0.013567684242984891,0.00828289264096846,0.00528479160201643,0.6380369553357529,0.00019500689415287258,0.010374576309879988,False,False,Wald CI for proportion difference
zip_code,Rural,Mens E-Mail,No E-Mail,Visit,3243,3139,0.22695035460992907,0.15355208665179992,0.07339826795812915,0.4780024131132104,0.05424415577051051,0.09255238014574779,False,False,Wald CI for proportion difference
zip_code,Rural,Womens E-Mail,No E-Mail,Spend,3181,3139,1.2819773656082991,0.7671360305829882,0.5148413350253109,0.6711213063921078,-0.121101434338702,1.156833970370427,Not applicable,False,"1,000-resample percentile bootstrap CI"
zip_code,Rural,Womens E-Mail,No E-Mail,Conversion,3181,3139,0.011631562401760453,0.00828289264096846,0.003348669760791992,0.40428747612023325,-0.0015437437326925466,0.00824108325427653,False,False,Wald CI for proportion difference
zip_code,Rural,Womens E-Mail,No E-Mail,Visit,3181,3139,0.182646966362779,0.15355208665179992,0.02909487971097907,0.1894788950472268,0.010673617687630775,0.04751614173432737,False,False,Wald CI for proportion difference
zip_code,Surburban,Mens E-Mail,No E-Mail,Spend,9501,9625,1.4732901799810545,0.669442077922078,0.8038481020589765,1.200773193932012,0.3591929800226088,1.253903487381369,Not applicable,False,"1,000-resample percentile bootstrap CI"
zip_code,Surburban,Mens E-Mail,No E-Mail,Conversion,9501,9625,0.012419745289969477,0.004987012987012987,0.00743273230295649,1.4904176753324212,0.004798409346375375,0.010067055259537605,False,False,Wald CI for proportion difference
zip_code,Surburban,Mens E-Mail,No E-Mail,Visit,9501,9625,0.1733501736659299,0.09901298701298701,0.07433718665294288,0.7507821841915795,0.0646653805768157,0.08400899272907006,False,False,Wald CI for proportion difference
zip_code,Surburban,Womens E-Mail,No E-Mail,Spend,9650,9625,0.8466134715025907,0.669442077922078,0.1771713935805127,0.2646552994255243,-0.20475853542830214,0.5236403255500973,Not applicable,False,"1,000-resample percentile bootstrap CI"
zip_code,Surburban,Womens E-Mail,No E-Mail,Conversion,9650,9625,0.0075647668393782385,0.004987012987012987,0.0025777538523652516,0.5168933506044906,0.0003486182759433595,0.004806889428787144,False,False,Wald CI for proportion difference
zip_code,Surburban,Womens E-Mail,No E-Mail,Visit,9650,9625,0.14787564766839378,0.09901298701298701,0.04886266065540677,0.49349749087963296,0.03960167420399728,0.058123647106816265,False,False,Wald CI for proportion difference
zip_code,Urban,Mens E-Mail,No E-Mail,Spend,8563,8542,1.328512203666939,0.5920053851557012,0.7365068185112378,1.244088038688249,0.2975694158673222,1.1449197702913876,Not applicable,False,"1,000-resample percentile bootstrap CI"
zip_code,Urban,Mens E-Mail,No E-Mail,Conversion,8563,8542,0.012262057690061895,0.005619292905642706,0.006642764784419188,1.1821353497605982,0.0038238427921358908,0.009461686776702486,False,False,Wald CI for proportion difference
zip_code,Urban,Mens E-Mail,No E-Mail,Visit,8563,8542,0.17645684923508118,0.0968157340201358,0.07964111521494538,0.8226050860532811,0.06941779707785778,0.08986443335203298,False,False,Wald CI for proportion difference
zip_code,Urban,Womens E-Mail,No E-Mail,Spend,8556,8542,1.2611407199625992,0.5920053851557012,0.669135334806898,1.1302858919617955,0.26118324998968306,1.0948310566664576,Not applicable,False,"1,000-resample percentile bootstrap CI"
zip_code,Urban,Womens E-Mail,No E-Mail,Conversion,8556,8542,0.009233286582515194,0.005619292905642706,0.003613993676872488,0.6431402914134332,0.0010410295611938407,0.006186957792551136,False,False,Wald CI for proportion difference
zip_code,Urban,Womens E-Mail,No E-Mail,Visit,8556,8542,0.14375876577840113,0.0968157340201358,0.046943031758265336,0.4848698636990357,0.037217301053287376,0.056668762463243295,False,False,Wald CI for proportion difference
newbie,0,Mens E-Mail,No E-Mail,Spend,10621,10611,1.5133170134638925,0.9353501083780982,0.5779669050857943,0.6179150458302634,0.1574852740361221,1.0289886328995752,Not applicable,False,"1,000-resample percentile bootstrap CI"
newbie,0,Mens E-Mail,No E-Mail,Conversion,10621,10611,0.013934657753507202,0.007727829610781264,0.006206828142725938,0.8031787002739625,0.003423702969535042,0.008989953315916835,False,False,Wald CI for proportion difference
newbie,0,Mens E-Mail,No E-Mail,Visit,10621,10611,0.21156199981169382,0.13372914899632457,0.07783285081536925,0.5820185905580572,0.06772001135980164,0.08794569027093686,False,False,Wald CI for proportion difference
newbie,0,Womens E-Mail,No E-Mail,Spend,10624,10611,1.0493072289156626,0.9353501083780982,0.11395712053756446,0.12183365299990898,-0.2804523185688754,0.5100993765314297,Not applicable,False,"1,000-resample percentile bootstrap CI"
newbie,0,Womens E-Mail,No E-Mail,Conversion,10624,10611,0.008659638554216868,0.007727829610781264,0.0009318089434356032,0.12057834998530714,-0.0014930869324005515,0.003356704819271758,False,False,Wald CI for proportion difference
newbie,0,Womens E-Mail,No E-Mail,Visit,10624,10611,0.17385165662650603,0.13372914899632457,0.040122507630181464,0.30002813845232945,0.030433733650417055,0.04981128160994587,False,False,Wald CI for proportion difference
newbie,1,Mens E-Mail,No E-Mail,Spend,10686,10695,1.3324677147669848,0.37244787283777464,0.9600198419292101,2.5775951802720094,0.6169937617385636,1.3429224617600095,Not applicable,False,"1,000-resample percentile bootstrap CI"
newbie,1,Mens E-Mail,No E-Mail,Conversion,10686,10695,0.011136065880591428,0.0037400654511453952,0.007396000429446033,1.9775056148231331,0.005094476401674597,0.00969752445721747,False,False,Wald CI for proportion difference
newbie,1,Mens E-Mail,No E-Mail,Visit,10686,10695,0.1541268950028074,0.0788218793828892,0.0753050156199182,0.955382137669069,0.06676413610820271,0.0838458951316337,False,False,Wald CI for proportion difference
newbie,1,Womens E-Mail,No E-Mail,Spend,10763,10695,1.1047356684939145,0.37244787283777464,0.7322877956561398,1.9661484171641355,0.41587337133254415,1.0563597695592535,Not applicable,False,"1,000-resample percentile bootstrap CI"
newbie,1,Womens E-Mail,No E-Mail,Conversion,10763,10695,0.009012357149493635,0.0037400654511453952,0.00527229169834824,1.4096789928458604,0.003144855684851075,0.007399727711845404,False,False,Wald CI for proportion difference
newbie,1,Womens E-Mail,No E-Mail,Visit,10763,10695,0.1292390597417077,0.0788218793828892,0.05041718035881851,0.6396343344455088,0.042278039517686876,0.05855632119995014,False,False,Wald CI for proportion difference
history_segment,1) $0 - $100,Mens E-Mail,No E-Mail,Spend,7724,7612,1.0551760745727603,0.516893063583815,0.5382830109889453,1.0413817652278512,0.1499693857418836,0.9689883857474622,Not applicable,False,"1,000-resample percentile bootstrap CI"
history_segment,1) $0 - $100,Mens E-Mail,No E-Mail,Conversion,7724,7612,0.009192128430864838,0.004203888596952181,0.004988239833912657,1.1865775504919733,0.0024109924039650297,0.007565487263860284,False,False,Wald CI for proportion difference
history_segment,1) $0 - $100,Mens E-Mail,No E-Mail,Visit,7724,7612,0.1534179181771103,0.08486600105097215,0.06855191712613816,0.8077665528857022,0.058364243863561024,0.0787395903887153,False,False,Wald CI for proportion difference
history_segment,1) $0 - $100,Womens E-Mail,No E-Mail,Spend,7634,7612,1.142712863505371,0.516893063583815,0.6258197999215559,1.210733600452114,0.20008089541994223,1.0482137986282842,Not applicable,False,"1,000-resample percentile bootstrap CI"
history_segment,1) $0 - $100,Womens E-Mail,No E-Mail,Conversion,7634,7612,0.007990568509300498,0.004203888596952181,0.003786679912348317,0.9007564841498559,0.001316585813578729,0.006256774011117905,False,False,Wald CI for proportion difference
history_segment,1) $0 - $100,Womens E-Mail,No E-Mail,Visit,7634,7612,0.13164789101388524,0.08486600105097215,0.04678188996291309,0.5512441894701152,0.03694734442623095,0.056616435499595226,False,False,Wald CI for proportion difference
history_segment,2) $100 - $200,Mens E-Mail,No E-Mail,Spend,4691,4836,1.127143466211895,0.42289495450785775,0.7042485117040373,1.6653036509352628,0.21303229542289145,1.2296334262421802,Not applicable,False,"1,000-resample percentile bootstrap CI"
history_segment,2) $100 - $200,Mens E-Mail,No E-Mail,Conversion,4691,4836,0.008953314858239182,0.0041356492969396195,0.004817665561299562,1.1649115327222341,0.0015714716983214923,0.008063859424277632,False,False,Wald CI for proportion difference
history_segment,2) $100 - $200,Mens E-Mail,No E-Mail,Visit,4691,4836,0.16009379663184822,0.09098428453267163,0.0691095120991766,0.7595763647991318,0.05585018803950656,0.08236883615884663,False,False,Wald CI for proportion difference
history_segment,2) $100 - $200,Womens E-Mail,No E-Mail,Spend,4727,4836,0.8812883435582823,0.42289495450785775,0.4583933890504246,1.0839414946056238,0.043649153073355255,0.889482971899282,Not applicable,False,"1,000-resample percentile bootstrap CI"
history_segment,2) $100 - $200,Womens E-Mail,No E-Mail,Conversion,4727,4836,0.007827374656230167,0.0041356492969396195,0.0036917253592905477,0.8926591918764545,0.0005961186846146693,0.006787332033966426,False,False,Wald CI for proportion difference
history_segment,2) $100 - $200,Womens E-Mail,No E-Mail,Visit,4727,4836,0.13348847048868204,0.09098428453267163,0.04250418595601041,0.4671596438256053,0.02986703828752029,0.05514133362450053,False,False,Wald CI for proportion difference
history_segment,3) $200 - $350,Mens E-Mail,No E-Mail,Spend,4090,4044,1.4694621026894867,0.9328808110781406,0.5365812916113462,0.5751874036204189,-0.1931894250953448,1.1967067079666454,Not applicable,False,"1,000-resample percentile bootstrap CI"
history_segment,3) $200 - $350,Mens E-Mail,No E-Mail,Conversion,4090,4044,0.015403422982885086,0.006923837784371909,0.008479585198513176,1.2246943765281173,0.00392150846525298,0.013037661931773373,False,False,Wald CI for proportion difference
history_segment,3) $200 - $350,Mens E-Mail,No E-Mail,Visit,4090,4044,0.21075794621026894,0.12636003956478734,0.08439790664548161,0.6679161144311695,0.06823946770728996,0.10055634558367325,False,False,Wald CI for proportion difference
history_segment,3) $200 - $350,Womens E-Mail,No E-Mail,Spend,4155,4044,0.6097400722021661,0.9328808110781406,-0.3231407388759745,-0.34639016585893456,-0.8694131654686533,0.2244783946087618,Not applicable,False,"1,000-resample percentile bootstrap CI"
history_segment,3) $200 - $350,Womens E-Mail,No E-Mail,Conversion,4155,4044,0.006257521058965102,0.006923837784371909,-0.0006663167254068068,-0.09623517276946882,-0.0041706915122905405,0.002838058061476927,False,False,Wald CI for proportion difference
history_segment,3) $200 - $350,Womens E-Mail,No E-Mail,Visit,4155,4044,0.1624548736462094,0.12636003956478734,0.036094834081422056,0.2856507025934849,0.020907339236844635,0.051282328925999474,False,False,Wald CI for proportion difference
history_segment,4) $350 - $500,Mens E-Mail,No E-Mail,Spend,2097,2124,2.579208392942298,1.0102683615819208,1.5689400313603774,1.5529933342697826,0.5123283731602045,2.8121667197085425,Not applicable,False,"1,000-resample percentile bootstrap CI"
history_segment,4) $350 - $500,Mens E-Mail,No E-Mail,Conversion,2097,2124,0.020028612303290415,0.011299435028248588,0.008729177275041827,0.7725321888412017,0.0012351512549471167,0.01622320329513654,False,False,Wald CI for proportion difference
history_segment,4) $350 - $500,Mens E-Mail,No E-Mail,Visit,2097,2124,0.23938960419647115,0.1501883239171375,0.08920128027933366,0.5939295276279144,0.06544443403780989,0.11295812652085743,False,False,Wald CI for proportion difference
history_segment,4) $350 - $500,Womens E-Mail,No E-Mail,Spend,2188,2124,0.9093784277879342,1.0102683615819208,-0.10088993379398659,-0.0998644891106051,-0.9063159202566989,0.6478236638727937,Not applicable,False,"1,000-resample percentile bootstrap CI"
history_segment,4) $350 - $500,Womens E-Mail,No E-Mail,Conversion,2188,2124,0.009140767824497258,0.011299435028248588,-0.0021586672037513296,-0.19104204753199266,-0.008167568878357168,0.0038502344708545083,False,False,Wald CI for proportion difference
history_segment,4) $350 - $500,Womens E-Mail,No E-Mail,Visit,2188,2124,0.1905850091407678,0.1501883239171375,0.040396685223630324,0.2689735404858646,0.01799865109681186,0.06279471935044878,False,False,Wald CI for proportion difference
history_segment,5) $500 - $750,Mens E-Mail,No E-Mail,Spend,1597,1652,1.6418659987476518,0.5388559322033899,1.103010066544262,2.046947988554264,0.1838126569225592,2.085973380305234,Not applicable,False,"1,000-resample percentile bootstrap CI"
history_segment,5) $500 - $750,Mens E-Mail,No E-Mail,Conversion,1597,1652,0.013775829680651221,0.005447941888619854,0.008327887792031367,1.5286300702706466,0.0015988842206547454,0.015056891363407987,False,False,Wald CI for proportion difference
history_segment,5) $500 - $750,Mens E-Mail,No E-Mail,Visit,1597,1652,0.20851596743894804,0.10956416464891042,0.09895180279003762,0.9031402111002329,0.07397494484718933,0.12392866073288591,False,False,Wald CI for proportion difference
history_segment,5) $500 - $750,Womens E-Mail,No E-Mail,Spend,1662,1652,1.8245066185318892,0.5388559322033899,1.2856506863284993,2.3858894548519762,0.39254513436654126,2.3664395040981576,Not applicable,False,"1,000-resample percentile bootstrap CI"
history_segment,5) $500 - $750,Womens E-Mail,No E-Mail,Conversion,1662,1652,0.015643802647412757,0.005447941888619854,0.010195860758792903,1.8715068859473196,0.0032538224242880526,0.017137899093297753,False,False,Wald CI for proportion difference
history_segment,5) $500 - $750,Womens E-Mail,No E-Mail,Visit,1662,1652,0.17569193742478942,0.10956416464891042,0.066127772775879,0.6035529316339895,0.04242969588943547,0.08982584966232253,False,False,Wald CI for proportion difference
history_segment,"6) $750 - $1,000",Mens E-Mail,No E-Mail,Spend,644,622,1.8836801242236023,0.3495337620578778,1.5341463621657245,4.389122106927376,0.45373897315811546,2.945230759821054,Not applicable,True,"1,000-resample percentile bootstrap CI"
history_segment,"6) $750 - $1,000",Mens E-Mail,No E-Mail,Conversion,644,622,0.024844720496894408,0.00482315112540193,0.02002156937149248,4.151138716356107,0.006824571024899603,0.03321856771808535,True,True,Wald CI for proportion difference
history_segment,"6) $750 - $1,000",Mens E-Mail,No E-Mail,Visit,644,622,0.21583850931677018,0.15434083601286175,0.06149767330390843,0.39845367494824,0.018886917526525458,0.10410842908129139,False,True,Wald CI for proportion difference
history_segment,"6) $750 - $1,000",Womens E-Mail,No E-Mail,Spend,593,622,0.9977908937605398,0.3495337620578778,0.648257131702662,1.8546338067202786,-0.18904395330300447,1.7656562176355446,Not applicable,True,"1,000-resample percentile bootstrap CI"
history_segment,"6) $750 - $1,000",Womens E-Mail,No E-Mail,Conversion,593,622,0.013490725126475547,0.00482315112540193,0.008667574001073618,1.7970770095559299,-0.0020961632871818892,0.019431311289329123,True,True,Wald CI for proportion difference
history_segment,"6) $750 - $1,000",Womens E-Mail,No E-Mail,Visit,593,622,0.209106239460371,0.15434083601286175,0.05476540344750924,0.3548341765036536,0.011436135508361929,0.09809467138665656,False,True,Wald CI for proportion difference
history_segment,"7) $1,000 +",Mens E-Mail,No E-Mail,Spend,464,416,3.491875,2.169807692307692,1.3220673076923077,0.6093016041832847,-2.042794678381963,5.091154405669762,Not applicable,True,"1,000-resample percentile bootstrap CI"
history_segment,"7) $1,000 +",Mens E-Mail,No E-Mail,Conversion,464,416,0.023706896551724137,0.014423076923076924,0.009283819628647213,0.6436781609195401,-0.008685106621338787,0.027252745878633213,False,True,Wald CI for proportion difference
history_segment,"7) $1,000 +",Mens E-Mail,No E-Mail,Visit,464,416,0.2629310344827586,0.1658653846153846,0.09706564986737401,0.5852073963018491,0.04338085764144915,0.15075044209329885,False,True,Wald CI for proportion difference
history_segment,"7) $1,000 +",Womens E-Mail,No E-Mail,Spend,428,416,4.676588785046729,2.169807692307692,2.5067810927390366,1.1553010442473626,-1.6462830697340036,7.36414587639288,Not applicable,True,"1,000-resample percentile bootstrap CI"
history_segment,"7) $1,000 +",Womens E-Mail,No E-Mail,Conversion,428,416,0.02570093457943925,0.014423076923076924,0.011277857656362328,0.7819314641744547,-0.0075904375094291085,0.030146152822153764,False,True,Wald CI for proportion difference
history_segment,"7) $1,000 +",Womens E-Mail,No E-Mail,Visit,428,416,0.21962616822429906,0.1658653846153846,0.05376078360891445,0.3241229852363538,0.0006957948454427085,0.10682577237238619,False,True,Wald CI for proportion difference
mens,0,Mens E-Mail,No E-Mail,Spend,9568,9519,1.106294941471572,0.4905641348881185,0.6157308065834535,1.2551484358388356,0.2734087580784788,0.9847673625448673,Not applicable,False,"1,000-resample percentile bootstrap CI"
mens,0,Mens E-Mail,No E-Mail,Conversion,9568,9519,0.010869565217391304,0.005147599537766572,0.005721965679624732,1.1115794143744455,0.003195457050952162,0.008248474308297303,False,False,Wald CI for proportion difference
mens,0,Mens E-Mail,No E-Mail,Visit,9568,9519,0.16638795986622074,0.09580838323353294,0.0705795766326878,0.7366743311036789,0.06105866813456056,0.08010048513081502,False,False,Wald CI for proportion difference
mens,0,Womens E-Mail,No E-Mail,Spend,9647,9519,1.122212086659065,0.4905641348881185,0.6316479517709466,1.287595049962233,0.2971128142747747,0.9867710153256036,Not applicable,False,"1,000-resample percentile bootstrap CI"
mens,0,Womens E-Mail,No E-Mail,Conversion,9647,9519,0.010262257696693273,0.005147599537766572,0.005114658158926701,0.9936006329555769,0.002642578875014627,0.007586737442838775,False,False,Wald CI for proportion difference
mens,0,Womens E-Mail,No E-Mail,Visit,9647,9519,0.1697937182543796,0.09580838323353294,0.07398533502084667,0.7722219342800871,0.06444112608597537,0.08352954395571797,False,False,Wald CI for proportion difference
mens,1,Mens E-Mail,No E-Mail,Spend,11739,11787,1.6804378567169267,0.7837999490964622,0.8966379076204645,1.1439627020314023,0.48236147127853846,1.3601337208326667,Not applicable,False,"1,000-resample percentile bootstrap CI"
mens,1,Mens E-Mail,No E-Mail,Conversion,11739,11787,0.013885339466734816,0.006193263765165012,0.007692075701569804,1.2420067985534695,0.005145184263894457,0.01023896713924515,False,False,Wald CI for proportion difference
mens,1,Mens E-Mail,No E-Mail,Visit,11739,11787,0.1960984751682426,0.11453296004072283,0.08156551512751978,0.7121575754133893,0.07236556547461348,0.09076546478042608,False,False,Wald CI for proportion difference
mens,1,Womens E-Mail,No E-Mail,Spend,11740,11787,1.0402155025553663,0.7837999490964622,0.2564155534589041,0.3271441312984151,-0.11950170428390398,0.6341301407894009,Not applicable,False,"1,000-resample percentile bootstrap CI"
mens,1,Womens E-Mail,No E-Mail,Conversion,11740,11787,0.007666098807495741,0.006193263765165012,0.0014728350423307288,0.2378124197801685,-0.0006473363580968253,0.003593006442758283,False,False,Wald CI for proportion difference
mens,1,Womens E-Mail,No E-Mail,Visit,11740,11787,0.1362862010221465,0.11453296004072283,0.02175324098142367,0.1899299640355858,0.013293417223818703,0.03021306473902864,False,False,Wald CI for proportion difference
womens,0,Mens E-Mail,No E-Mail,Spend,9558,9638,1.3781617493199416,0.6954264370201286,0.682735312299813,0.9817505863385112,0.22528017692009655,1.1291643472355908,Not applicable,False,"1,000-resample percentile bootstrap CI"
womens,0,Mens E-Mail,No E-Mail,Conversion,9558,9638,0.011508683825068006,0.005499066196306288,0.006009617628761718,1.0928432963397252,0.003411164366648566,0.00860807089087487,False,False,Wald CI for proportion difference
womens,0,Mens E-Mail,No E-Mail,Visit,9558,9638,0.16896840343168026,0.09981323926125753,0.06915516417042274,0.6928456052749837,0.05955060295841297,0.0787597253824325,False,False,Wald CI for proportion difference
womens,0,Womens E-Mail,No E-Mail,Spend,9622,9638,0.9737809187279153,0.6954264370201286,0.27835448170778665,0.40026445198218696,-0.12976491557249142,0.6733008951534641,Not applicable,False,"1,000-resample percentile bootstrap CI"
womens,0,Womens E-Mail,No E-Mail,Conversion,9622,9638,0.006131781334441904,0.005499066196306288,0.0006327151381356165,0.11505865096888815,-0.0015150178419414597,0.0027804481182126927,False,False,Wald CI for proportion difference
womens,0,Womens E-Mail,No E-Mail,Visit,9622,9638,0.11089170650592392,0.09981323926125753,0.011078467244666393,0.11099196185456828,0.0024081275284129067,0.01974880696091988,False,False,Wald CI for proportion difference
womens,1,Mens E-Mail,No E-Mail,Spend,11749,11668,1.4587811728657758,0.6175702776825506,0.8412108951832252,1.3621298264869421,0.4592930053704745,1.2012140497234274,Not applicable,False,"1,000-resample percentile bootstrap CI"
womens,1,Mens E-Mail,No E-Mail,Conversion,11749,11668,0.013362839390586433,0.005913609873157353,0.0074492295174290795,1.2596755073820654,0.004949997107991874,0.009948461926866284,False,False,Wald CI for proportion difference
womens,1,Mens E-Mail,No E-Mail,Visit,11749,11668,0.19397395523023236,0.11141583818992115,0.08255811704031121,0.7409908535587317,0.07340857011109303,0.0917076639695294,False,False,Wald CI for proportion difference
womens,1,Womens E-Mail,No E-Mail,Spend,11765,11668,1.1617841053973652,0.6175702776825506,0.5442138277148146,0.881217648227813,0.23099686429558922,0.8737234074481098,Not applicable,False,"1,000-resample percentile bootstrap CI"
womens,1,Womens E-Mail,No E-Mail,Conversion,11765,11668,0.011049723756906077,0.005913609873157353,0.005136113883748724,0.8685243013852191,0.002790166453913098,0.007482061313584349,False,False,Wald CI for proportion difference
womens,1,Womens E-Mail,No E-Mail,Visit,11765,11668,0.18453038674033148,0.11141583818992115,0.07311454855041033,0.6562311942201444,0.06407417677036671,0.08215492033045395,False,False,Wald CI for proportion difference
